MBps,bytes,channels,checksum,diffusion,diffusion_ms,height,image,image_kind,image_size,keygen_ms,keystream,mode,permutation,permutation_ms,repeat,run_id,scheme,total_ms,width
9.74373,12582912,3,6448214577727937639,stencil,47.8229,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,1049.86,hamiltonian,candidates,block_feistel,133.869,2,candidates__noise_2048x2048__rep2,Hamiltonian-Block-Stencil,1231.56,2048
29.5238,12582912,3,18367206447980725851,bitplane,27.3314,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,182.722,cml,candidates,affine_bitplane,196.392,2,candidates__noise_2048x2048__rep2,Affine-CML-Bitplane,406.451,2048
214.649,12582912,3,4857582123793231664,arx_block,16.1764,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,26.8594,cellular_automata,candidates,checkerboard_swaps,12.8346,2,candidates__noise_2048x2048__rep2,Checkerboard-CA-ARX,55.9053,2048
42.1556,12582912,3,16932889893407130843,prefix_tree_reverse,67.397,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,28.4686,cellular_automata,candidates,affine_bitplane,188.789,2,candidates__noise_2048x2048__rep2,Affine-CA-PrefixTree,284.66,2048
161.603,12582912,3,5835626791526880045,multilane_tree,31.2,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,28.7713,cellular_automata,candidates,checkerboard_swaps,14.2777,2,candidates__noise_2048x2048__rep2,Checkerboard-CA-MultilaneTree,74.256,2048
68.293,12582912,3,3961641192647960007,arx_block,13.9372,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,28.8469,cellular_automata,candidates,feistel_index,132.923,3,candidates__noise_2048x2048__rep3,CA-Feistel-ARX,175.713,2048
30.2201,12582912,3,11734957335222455872,stencil,52.1844,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,182.622,cml,candidates,feistel_index,162.275,3,candidates__noise_2048x2048__rep3,CML-Feistel-Stencil,397.087,2048
9.77683,12582912,3,6448214577727937639,stencil,48.6694,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,1035.01,hamiltonian,candidates,block_feistel,143.705,3,candidates__noise_2048x2048__rep3,Hamiltonian-Block-Stencil,1227.39,2048
30.3517,12582912,3,18367206447980725851,bitplane,27.4499,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,190.028,cml,candidates,affine_bitplane,177.881,3,candidates__noise_2048x2048__rep3,Affine-CML-Bitplane,395.364,2048
222.532,12582912,3,4857582123793231664,arx_block,14.126,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,27.0043,cellular_automata,candidates,checkerboard_swaps,12.7883,3,candidates__noise_2048x2048__rep3,Checkerboard-CA-ARX,53.9248,2048
41.1894,12582912,3,16932889893407130843,prefix_tree_reverse,67.9188,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,28.6276,cellular_automata,candidates,affine_bitplane,194.785,3,candidates__noise_2048x2048__rep3,Affine-CA-PrefixTree,291.337,2048
149.186,12582912,3,5835626791526880045,multilane_tree,32.6915,2048,images/datasets/synthetic/noise_2048x2048.ppm,noise,2048x2048,30.4265,cellular_automata,candidates,checkerboard_swaps,17.3106,3,candidates__noise_2048x2048__rep3,Checkerboard-CA-MultilaneTree,80.4365,2048
86.2677,786432,3,11258353468412137546,arx_block,1.10564,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,1.66592,cellular_automata,candidates,feistel_index,5.91885,1,candidates__noise_512x512__rep1,CA-Feistel-ARX,8.69387,512
34.9818,786432,3,15204187563332213679,stencil,3.24537,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,11.7671,cml,candidates,feistel_index,6.42377,1,candidates__noise_512x512__rep1,CML-Feistel-Stencil,21.4397,512
9.54955,786432,3,1010722274590741858,stencil,3.49159,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,68.1132,hamiltonian,candidates,block_feistel,6.92838,1,candidates__noise_512x512__rep1,Hamiltonian-Block-Stencil,78.5377,512
31.5052,786432,3,11905120179775129592,bitplane,1.52801,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,11.6796,cml,candidates,affine_bitplane,10.5952,1,candidates__noise_512x512__rep1,Affine-CML-Bitplane,23.8056,512
272.737,786432,3,9065207728048308030,arx_block,0.721897,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,1.42975,cellular_automata,candidates,checkerboard_swaps,0.595881,1,candidates__noise_512x512__rep1,Checkerboard-CA-ARX,2.7499,512
47.4593,786432,3,10550461475750439263,prefix_tree_reverse,3.61779,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,1.45963,cellular_automata,candidates,affine_bitplane,10.7229,1,candidates__noise_512x512__rep1,Affine-CA-PrefixTree,15.803,512
247.441,786432,3,10124185708371572677,multilane_tree,0.982363,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,1.41137,cellular_automata,candidates,checkerboard_swaps,0.634676,1,candidates__noise_512x512__rep1,Checkerboard-CA-MultilaneTree,3.03102,512
87.0128,786432,3,11258353468412137546,arx_block,0.772754,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,1.6658,cellular_automata,candidates,feistel_index,6.17763,2,candidates__noise_512x512__rep2,CA-Feistel-ARX,8.61942,512
36.6318,786432,3,15204187563332213679,stencil,3.05518,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,11.5016,cml,candidates,feistel_index,5.91386,2,candidates__noise_512x512__rep2,CML-Feistel-Stencil,20.474,512
10.1543,786432,3,1010722274590741858,stencil,3.49913,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,64.0953,hamiltonian,candidates,block_feistel,6.26234,2,candidates__noise_512x512__rep2,Hamiltonian-Block-Stencil,73.8601,512
30.5106,786432,3,11905120179775129592,bitplane,1.96281,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,11.2004,cml,candidates,affine_bitplane,11.4142,2,candidates__noise_512x512__rep2,Affine-CML-Bitplane,24.5816,512
211.667,786432,3,9065207728048308030,arx_block,0.730134,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,2.09042,cellular_automata,candidates,checkerboard_swaps,0.719124,2,candidates__noise_512x512__rep2,Checkerboard-CA-ARX,3.5433,512
46.1665,786432,3,10550461475750439263,prefix_tree_reverse,3.64391,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,1.68664,cellular_automata,candidates,affine_bitplane,10.9111,2,candidates__noise_512x512__rep2,Affine-CA-PrefixTree,16.2456,512
215.393,786432,3,10124185708371572677,multilane_tree,1.24908,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,1.49632,cellular_automata,candidates,checkerboard_swaps,0.733846,2,candidates__noise_512x512__rep2,Checkerboard-CA-MultilaneTree,3.48201,512
83.3084,786432,3,11258353468412137546,arx_block,0.946546,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,1.77542,cellular_automata,candidates,feistel_index,6.27661,3,candidates__noise_512x512__rep3,CA-Feistel-ARX,9.00269,512
35.243,786432,3,15204187563332213679,stencil,3.2028,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,11.6874,cml,candidates,feistel_index,6.38542,3,candidates__noise_512x512__rep3,CML-Feistel-Stencil,21.2808,512
9.478,786432,3,1010722274590741858,stencil,3.21243,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,69.1476,hamiltonian,candidates,block_feistel,6.76546,3,candidates__noise_512x512__rep3,Hamiltonian-Block-Stencil,79.1306,512
29.2667,786432,3,11905120179775129592,bitplane,1.79502,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,11.602,cml,candidates,affine_bitplane,12.2236,3,candidates__noise_512x512__rep3,Affine-CML-Bitplane,25.6264,512
237.365,786432,3,9065207728048308030,arx_block,0.793332,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,1.6447,cellular_automata,candidates,checkerboard_swaps,0.71818,3,candidates__noise_512x512__rep3,Checkerboard-CA-ARX,3.15969,512
45.2216,786432,3,10550461475750439263,prefix_tree_reverse,3.94482,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,1.72165,cellular_automata,candidates,affine_bitplane,10.9132,3,candidates__noise_512x512__rep3,Affine-CA-PrefixTree,16.585,512
212.885,786432,3,10124185708371572677,multilane_tree,1.26347,512,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,1.53861,cellular_automata,candidates,checkerboard_swaps,0.717287,3,candidates__noise_512x512__rep3,Checkerboard-CA-MultilaneTree,3.52303,512
84.0533,3145728,3,17645097832473532360,arx_block,3.36186,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,7.07523,cellular_automata,candidates,feistel_index,25.2497,1,candidates__texture_1024x1024__rep1,CA-Feistel-ARX,35.6917,1024
34.8888,3145728,3,47818316793897123,stencil,13.1458,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,46.0782,cml,candidates,feistel_index,26.7567,1,candidates__texture_1024x1024__rep1,CML-Feistel-Stencil,85.9874,1024
9.84881,3145728,3,16199572516253554852,stencil,14.2056,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,264.541,hamiltonian,candidates,block_feistel,25.8529,1,candidates__texture_1024x1024__rep1,Hamiltonian-Block-Stencil,304.605,1024
31.2324,3145728,3,10518106804401057377,bitplane,6.65926,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,47.2146,cml,candidates,affine_bitplane,42.1752,1,candidates__texture_1024x1024__rep1,Affine-CML-Bitplane,96.0541,1024
258.599,3145728,3,856815086406877305,arx_block,3.06919,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,6.10071,cellular_automata,candidates,checkerboard_swaps,2.42772,1,candidates__texture_1024x1024__rep1,Checkerboard-CA-ARX,11.601,1024
46.4605,3145728,3,16356614180007772956,prefix_tree_reverse,15.1147,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,6.68517,cellular_automata,candidates,affine_bitplane,42.7662,1,candidates__texture_1024x1024__rep1,Affine-CA-PrefixTree,64.571,1024
178.629,3145728,3,7784920002573171077,multilane_tree,6.2187,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,6.90753,cellular_automata,candidates,checkerboard_swaps,3.66269,1,candidates__texture_1024x1024__rep1,Checkerboard-CA-MultilaneTree,16.7946,1024
77.6175,3145728,3,17645097832473532360,arx_block,4.196,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,7.90453,cellular_automata,candidates,feistel_index,26.5456,2,candidates__texture_1024x1024__rep2,CA-Feistel-ARX,38.6511,1024
32.7781,3145728,3,47818316793897123,stencil,15.9592,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,49.0231,cml,candidates,feistel_index,26.5375,2,candidates__texture_1024x1024__rep2,CML-Feistel-Stencil,91.5244,1024
10.2191,3145728,3,16199572516253554852,stencil,13.0211,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,254.127,hamiltonian,candidates,block_feistel,26.4173,2,candidates__texture_1024x1024__rep2,Hamiltonian-Block-Stencil,293.568,1024
29.7609,3145728,3,10518106804401057377,bitplane,6.83384,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,47.595,cml,candidates,affine_bitplane,46.3707,2,candidates__texture_1024x1024__rep2,Affine-CML-Bitplane,100.804,1024
220.678,3145728,3,856815086406877305,arx_block,3.64657,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,7.00606,cellular_automata,candidates,checkerboard_swaps,2.93799,2,candidates__texture_1024x1024__rep2,Checkerboard-CA-ARX,13.5944,1024
44.2677,3145728,3,16356614180007772956,prefix_tree_reverse,16.1788,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,6.92801,cellular_automata,candidates,affine_bitplane,44.6583,2,candidates__texture_1024x1024__rep2,Affine-CA-PrefixTree,67.7695,1024
202.559,3145728,3,7784920002573171077,multilane_tree,5.33206,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,6.51245,cellular_automata,candidates,checkerboard_swaps,2.96246,2,candidates__texture_1024x1024__rep2,Checkerboard-CA-MultilaneTree,14.8105,1024
87.3466,3145728,3,17645097832473532360,arx_block,3.05856,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,6.62719,cellular_automata,candidates,feistel_index,24.6564,3,candidates__texture_1024x1024__rep3,CA-Feistel-ARX,34.3459,1024
38.8437,3145728,3,47818316793897123,stencil,12.6406,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,41.023,cml,candidates,feistel_index,23.5653,3,candidates__texture_1024x1024__rep3,CML-Feistel-Stencil,77.2326,1024
10.4863,3145728,3,16199572516253554852,stencil,12.2095,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,247.956,hamiltonian,candidates,block_feistel,25.9182,3,candidates__texture_1024x1024__rep3,Hamiltonian-Block-Stencil,286.088,1024
30.8856,3145728,3,10518106804401057377,bitplane,6.15678,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,48.1051,cml,candidates,affine_bitplane,42.8666,3,candidates__texture_1024x1024__rep3,Affine-CML-Bitplane,97.1326,1024
255.49,3145728,3,856815086406877305,arx_block,2.83176,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,6.53401,cellular_automata,candidates,checkerboard_swaps,2.37355,3,candidates__texture_1024x1024__rep3,Checkerboard-CA-ARX,11.7421,1024
44.9907,3145728,3,16356614180007772956,prefix_tree_reverse,17.2793,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,5.89946,cellular_automata,candidates,affine_bitplane,43.497,3,candidates__texture_1024x1024__rep3,Affine-CA-PrefixTree,66.6804,1024
185.505,3145728,3,7784920002573171077,multilane_tree,5.80281,1024,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,7.20606,cellular_automata,candidates,checkerboard_swaps,3.15919,3,candidates__texture_1024x1024__rep3,Checkerboard-CA-MultilaneTree,16.172,1024
59.8469,12582912,3,8066461802774497527,arx_block,14.0339,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,30.0716,cellular_automata,candidates,feistel_index,156.4,1,candidates__texture_2048x2048__rep1,CA-Feistel-ARX,200.512,2048
30.91,12582912,3,5561639799783758767,stencil,54.7258,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,182.733,cml,candidates,feistel_index,150.759,1,candidates__texture_2048x2048__rep1,CML-Feistel-Stencil,388.224,2048
9.5657,12582912,3,3883601277835168580,stencil,55.354,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,1042.62,hamiltonian,candidates,block_feistel,156.498,1,candidates__texture_2048x2048__rep1,Hamiltonian-Block-Stencil,1254.48,2048
29.2397,12582912,3,6693987548027656273,bitplane,28.305,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,187.088,cml,candidates,affine_bitplane,195.001,1,candidates__texture_2048x2048__rep1,Affine-CML-Bitplane,410.401,2048
214.501,12582912,3,15875591626326564668,arx_block,14.7625,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,27.5621,cellular_automata,candidates,checkerboard_swaps,13.6123,1,candidates__texture_2048x2048__rep1,Checkerboard-CA-ARX,55.9438,2048
41.4654,12582912,3,6727985878581686259,prefix_tree_reverse,65.3318,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,27.5112,cellular_automata,candidates,affine_bitplane,196.549,1,candidates__texture_2048x2048__rep1,Affine-CA-PrefixTree,289.398,2048
159.337,12582912,3,13254018228254732293,multilane_tree,31.763,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,27.6248,cellular_automata,candidates,checkerboard_swaps,15.9176,1,candidates__texture_2048x2048__rep1,Checkerboard-CA-MultilaneTree,75.3123,2048
63.1774,12582912,3,8066461802774497527,arx_block,14.7395,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,27.268,cellular_automata,candidates,feistel_index,147.918,2,candidates__texture_2048x2048__rep2,CA-Feistel-ARX,189.941,2048
31.875,12582912,3,5561639799783758767,stencil,52.9613,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,179.085,cml,candidates,feistel_index,144.417,2,candidates__texture_2048x2048__rep2,CML-Feistel-Stencil,376.47,2048
9.75921,12582912,3,3883601277835168580,stencil,54.83,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,1015.87,hamiltonian,candidates,block_feistel,158.899,2,candidates__texture_2048x2048__rep2,Hamiltonian-Block-Stencil,1229.61,2048
29.866,12582912,3,6693987548027656273,bitplane,26.7141,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,184.418,cml,candidates,affine_bitplane,190.656,2,candidates__texture_2048x2048__rep2,Affine-CML-Bitplane,401.795,2048
204.918,12582912,3,15875591626326564668,arx_block,15.6739,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,28.8254,cellular_automata,candidates,checkerboard_swaps,14.0523,2,candidates__texture_2048x2048__rep2,Checkerboard-CA-ARX,58.5601,2048
42.4257,12582912,3,6727985878581686259,prefix_tree_reverse,67.0766,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,29.4278,cellular_automata,candidates,affine_bitplane,186.336,2,candidates__texture_2048x2048__rep2,Affine-CA-PrefixTree,282.847,2048
170.537,12582912,3,13254018228254732293,multilane_tree,28.993,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,27.3865,cellular_automata,candidates,checkerboard_swaps,13.9646,2,candidates__texture_2048x2048__rep2,Checkerboard-CA-MultilaneTree,70.3661,2048
59.1751,12582912,3,8066461802774497527,arx_block,15.7728,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,30.1457,cellular_automata,candidates,feistel_index,156.862,3,candidates__texture_2048x2048__rep3,CA-Feistel-ARX,202.788,2048
31.4532,12582912,3,5561639799783758767,stencil,50.4684,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,187.437,cml,candidates,feistel_index,143.608,3,candidates__texture_2048x2048__rep3,CML-Feistel-Stencil,381.52,2048
9.71728,12582912,3,3883601277835168580,stencil,52.5448,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,1044.02,hamiltonian,candidates,block_feistel,138.343,3,candidates__texture_2048x2048__rep3,Hamiltonian-Block-Stencil,1234.91,2048
30.0227,12582912,3,6693987548027656273,bitplane,27.2203,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,185.54,cml,candidates,affine_bitplane,186.931,3,candidates__texture_2048x2048__rep3,Affine-CML-Bitplane,399.697,2048
204.692,12582912,3,15875591626326564668,arx_block,15.6077,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,29.4776,cellular_automata,candidates,checkerboard_swaps,13.5335,3,candidates__texture_2048x2048__rep3,Checkerboard-CA-ARX,58.6246,2048
42.0699,12582912,3,6727985878581686259,prefix_tree_reverse,69.1956,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,29.5202,cellular_automata,candidates,affine_bitplane,186.518,3,candidates__texture_2048x2048__rep3,Affine-CA-PrefixTree,285.24,2048
173.197,12582912,3,13254018228254732293,multilane_tree,28.0724,2048,images/datasets/synthetic/texture_2048x2048.ppm,texture,2048x2048,28.3608,cellular_automata,candidates,checkerboard_swaps,12.8452,3,candidates__texture_2048x2048__rep3,Checkerboard-CA-MultilaneTree,69.2853,2048
82.4614,786432,3,7131623014092302778,arx_block,0.889012,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.90528,cellular_automata,candidates,feistel_index,6.28212,1,candidates__texture_512x512__rep1,CA-Feistel-ARX,9.09517,512
33.8487,786432,3,3172577209290186685,stencil,3.95488,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,11.6895,cml,candidates,feistel_index,6.50978,1,candidates__texture_512x512__rep1,CML-Feistel-Stencil,22.1574,512
10.1583,786432,3,17391595135774820672,stencil,3.18589,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,64.47,hamiltonian,candidates,block_feistel,6.17183,1,candidates__texture_512x512__rep1,Hamiltonian-Block-Stencil,73.8314,512
33.4702,786432,3,3975506888556478643,bitplane,1.41652,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,10.955,cml,candidates,affine_bitplane,10.0337,1,candidates__texture_512x512__rep1,Affine-CML-Bitplane,22.408,512
272.716,786432,3,14926477831118875374,arx_block,0.670687,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.45728,cellular_automata,candidates,checkerboard_swaps,0.619334,1,candidates__texture_512x512__rep1,Checkerboard-CA-ARX,2.75012,512
47.023,786432,3,12241069442625221223,prefix_tree_reverse,3.96862,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.39129,cellular_automata,candidates,affine_bitplane,10.5866,1,candidates__texture_512x512__rep1,Affine-CA-PrefixTree,15.9497,512
245.82,786432,3,6899240493128228073,multilane_tree,0.974792,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.51727,cellular_automata,candidates,checkerboard_swaps,0.555879,1,candidates__texture_512x512__rep1,Checkerboard-CA-MultilaneTree,3.05101,512
85.6653,786432,3,7131623014092302778,arx_block,0.907609,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.76016,cellular_automata,candidates,feistel_index,6.08401,2,candidates__texture_512x512__rep2,CA-Feistel-ARX,8.755,512
35.9881,786432,3,3172577209290186685,stencil,3.13497,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,11.3927,cml,candidates,feistel_index,6.30947,2,candidates__texture_512x512__rep2,CML-Feistel-Stencil,20.8402,512
10.2117,786432,3,17391595135774820672,stencil,3.15311,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,64.3761,hamiltonian,candidates,block_feistel,5.91238,2,candidates__texture_512x512__rep2,Hamiltonian-Block-Stencil,73.4449,512
32.0978,786432,3,3975506888556478643,bitplane,1.4862,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,10.949,cml,candidates,affine_bitplane,10.9276,2,candidates__texture_512x512__rep2,Affine-CML-Bitplane,23.3661,512
218.793,786432,3,14926477831118875374,arx_block,1.01541,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.65407,cellular_automata,candidates,checkerboard_swaps,0.755094,2,candidates__texture_512x512__rep2,Checkerboard-CA-ARX,3.4279,512
44.932,786432,3,12241069442625221223,prefix_tree_reverse,3.90127,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.65693,cellular_automata,candidates,affine_bitplane,11.13,2,candidates__texture_512x512__rep2,Affine-CA-PrefixTree,16.6919,512
213.961,786432,3,6899240493128228073,multilane_tree,1.26334,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.51813,cellular_automata,candidates,checkerboard_swaps,0.720788,2,candidates__texture_512x512__rep2,Checkerboard-CA-MultilaneTree,3.50531,512
79.1209,786432,3,7131623014092302778,arx_block,1.04105,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.59585,cellular_automata,candidates,feistel_index,6.83876,3,candidates__texture_512x512__rep3,CA-Feistel-ARX,9.47917,512
34.6369,786432,3,3172577209290186685,stencil,3.45876,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,12.1161,cml,candidates,feistel_index,6.07527,3,candidates__texture_512x512__rep3,CML-Feistel-Stencil,21.6532,512
9.69313,786432,3,17391595135774820672,stencil,3.27555,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,67.6891,hamiltonian,candidates,block_feistel,6.40527,3,candidates__texture_512x512__rep3,Hamiltonian-Block-Stencil,77.3744,512
29.5455,786432,3,3975506888556478643,bitplane,1.65077,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,11.9555,cml,candidates,affine_bitplane,11.7727,3,candidates__texture_512x512__rep3,Affine-CML-Bitplane,25.3846,512
265.661,786432,3,14926477831118875374,arx_block,0.676936,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.5176,cellular_automata,candidates,checkerboard_swaps,0.625798,3,candidates__texture_512x512__rep3,Checkerboard-CA-ARX,2.82315,512
48.6162,786432,3,12241069442625221223,prefix_tree_reverse,3.6955,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.4472,cellular_automata,candidates,affine_bitplane,10.2796,3,candidates__texture_512x512__rep3,Affine-CA-PrefixTree,15.427,512
229,786432,3,6899240493128228073,multilane_tree,1.13444,512,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,1.53089,cellular_automata,candidates,checkerboard_swaps,0.606461,3,candidates__texture_512x512__rep3,Checkerboard-CA-MultilaneTree,3.27511,512
