MBps,bytes,channels,checksum,diffusion,diffusion_ms,diffusion_share_pct,height,image,image_kind,image_size,keygen_ms,keygen_share_pct,keystream,mode,permutation,permutation_ms,permutation_share_pct,repeat,run_id,scheme,total_ms,width
30.446,1179648,3,11869263949460140017,bitplane,2.49288,6.74650277261324,512,images/datasets/real/kodak/kodim12.png,real_kodim12,768x512,17.8917,48.42046294116215,cml,candidates,affine_bitplane,16.5439,44.77290010744046,1,candidates__real_kodim12__rep1,Affine-CML-Bitplane,36.9507,768
47.9136,1179648,3,13531509073888289637,arx_block,1.8578,7.912333154456171,512,images/datasets/real/kodak/kodim13.png,real_kodim13,768x512,2.82461,12.029957665738209,cellular_automata,candidates,feistel_index,18.7892,80.02282813311868,1,candidates__real_kodim13__rep1,CA-Feistel-ARX,23.4798,768
224.054,1179648,3,2718700931317734431,arx_block,1.44424,28.763418374459782,512,images/datasets/real/kodak/kodim13.png,real_kodim13,768x512,2.47469,49.28581386548765,cellular_automata,candidates,checkerboard_swaps,1.09865,21.880663599609647,1,candidates__real_kodim13__rep1,Checkerboard-CA-ARX,5.0211,768
44.5884,1179648,3,776120686509822221,prefix_tree_reverse,6.19653,24.559387732453988,512,images/datasets/real/kodak/kodim13.png,real_kodim13,768x512,2.49405,9.884942213485106,cellular_automata,candidates,affine_bitplane,16.5368,65.54211519254244,1,candidates__real_kodim13__rep1,Affine-CA-PrefixTree,25.2308,768
222.45,1179648,3,10466332999564409253,multilane_tree,1.68269,33.27236560075297,512,images/datasets/real/kodak/kodim13.png,real_kodim13,768x512,2.38888,47.236085515648604,cellular_automata,candidates,checkerboard_swaps,0.982334,19.42400322700561,1,candidates__real_kodim13__rep1,Checkerboard-CA-MultilaneTree,5.05732,768
28.629,1179648,3,14942822386735546343,stencil,4.46616,11.365489441619717,512,images/datasets/real/kodak/kodim13.png,real_kodim13,768x512,17.6548,44.92795667730394,cml,candidates,feistel_index,17.1711,43.69703632449269,1,candidates__real_kodim13__rep1,CML-Feistel-Stencil,39.2958,768
9.26066,1179648,3,14994236826014898960,stencil,4.82711,3.9735187105908696,512,images/datasets/real/kodak/kodim13.png,real_kodim13,768x512,98.8626,81.38045142490246,hamiltonian,candidates,block_feistel,17.7689,14.626775983273241,1,candidates__real_kodim13__rep1,Hamiltonian-Block-Stencil,121.482,768
30.3446,1179648,3,6279589623551840783,bitplane,2.34994,6.338477971203695,512,images/datasets/real/kodak/kodim13.png,real_kodim13,768x512,17.8923,48.26078512820236,cml,candidates,affine_bitplane,16.8288,45.39221345302124,1,candidates__real_kodim13__rep1,Affine-CML-Bitplane,37.0742,768
52.4828,1179648,3,8297394504921086537,arx_block,1.34538,6.276381346918211,512,images/datasets/real/kodak/kodim14.png,real_kodim14,768x512,2.65574,12.389389613540093,cellular_automata,candidates,feistel_index,17.4309,81.31752785086492,1,candidates__real_kodim14__rep1,CA-Feistel-ARX,21.4356,768
262.588,1179648,3,8446785742162869089,arx_block,1.09145,25.4756925317673,512,images/datasets/real/kodak/kodim14.png,real_kodim14,768x512,2.28365,53.303005405809145,cellular_automata,candidates,checkerboard_swaps,0.906442,21.1573940078613,1,candidates__real_kodim14__rep1,Checkerboard-CA-ARX,4.28428,768
49.579,1179648,3,1706948943851153781,prefix_tree_reverse,5.65779,24.933960892155955,512,images/datasets/real/kodak/kodim14.png,real_kodim14,768x512,2.34807,10.347977841532582,cellular_automata,candidates,affine_bitplane,14.6816,64.7020197346096,1,candidates__real_kodim14__rep1,Affine-CA-PrefixTree,22.6911,768
219.986,1179648,3,14474897654765754793,multilane_tree,1.64118,32.09209283589853,512,images/datasets/real/kodak/kodim14.png,real_kodim14,768x512,2.35301,46.01141578851655,cellular_automata,candidates,checkerboard_swaps,1.11681,21.838415164735032,1,candidates__real_kodim14__rep1,Checkerboard-CA-MultilaneTree,5.11397,768
25.6295,1179648,3,7293067261931512578,stencil,6.43695,14.66452669684495,512,images/datasets/real/kodak/kodim14.png,real_kodim14,768x512,17.8081,40.57004604200507,cml,candidates,feistel_index,19.6446,44.753922455330596,1,candidates__real_kodim14__rep1,CML-Feistel-Stencil,43.8947,768
8.96665,1179648,3,14393124603469020957,stencil,5.20385,4.14765073924999,512,images/datasets/real/kodak/kodim14.png,real_kodim14,768x512,102.178,81.43944526361933,hamiltonian,candidates,block_feistel,18.0792,14.4097557087634,1,candidates__real_kodim14__rep1,Hamiltonian-Block-Stencil,125.465,768
33.0773,1179648,3,17440857267682866467,bitplane,2.43682,7.164757491649809,512,images/datasets/real/kodak/kodim14.png,real_kodim14,768x512,17.3947,51.14403490614856,cml,candidates,affine_bitplane,14.1764,41.68156372018628,1,candidates__real_kodim14__rep1,Affine-CML-Bitplane,34.0112,768
51.4415,1179648,3,1024040943651551090,arx_block,1.45084,6.634079425684172,512,images/datasets/real/kodak/kodim15.png,real_kodim15,768x512,2.80064,12.806145545165643,cellular_automata,candidates,feistel_index,17.6133,80.53819245981848,1,candidates__real_kodim15__rep1,CA-Feistel-ARX,21.8695,768
246.514,1179648,3,16392899594577575706,arx_block,1.12509,24.653400911116805,512,images/datasets/real/kodak/kodim15.png,real_kodim15,768x512,2.45381,53.76881999636254,cellular_automata,candidates,checkerboard_swaps,0.980052,21.47527297348821,1,candidates__real_kodim15__rep1,Checkerboard-CA-ARX,4.56363,768
44.3598,1179648,3,4335354096779454869,prefix_tree_reverse,6.00416,23.674962934923187,512,images/datasets/real/kodak/kodim15.png,real_kodim15,768x512,2.49211,9.826622188574492,cellular_automata,candidates,affine_bitplane,16.8609,66.48410144790385,1,candidates__real_kodim15__rep1,Affine-CA-PrefixTree,25.3608,768
221.807,1179648,3,17255747763183960945,multilane_tree,1.6928,33.375525928730006,512,images/datasets/real/kodak/kodim15.png,real_kodim15,768x512,2.42595,47.83043308530396,cellular_automata,candidates,checkerboard_swaps,0.949382,18.71817317891632,1,candidates__real_kodim15__rep1,Checkerboard-CA-MultilaneTree,5.07198,768
28.2903,1179648,3,18440691440971487493,stencil,5.03551,12.662789001715026,512,images/datasets/real/kodak/kodim15.png,real_kodim15,768x512,17.5719,44.188029029678475,cml,candidates,feistel_index,17.1553,43.14040567114786,1,candidates__real_kodim15__rep1,CML-Feistel-Stencil,39.7662,768
9.16018,1179648,3,14624506609020163222,stencil,6.27108,5.106160535443843,512,images/datasets/real/kodak/kodim15.png,real_kodim15,768x512,98.051,79.83698926832446,hamiltonian,candidates,block_feistel,18.488,15.053658377709382,1,candidates__real_kodim15__rep1,Hamiltonian-Block-Stencil,122.814,768
29.2612,1179648,3,14321873690823450302,bitplane,2.43348,6.329473454227659,512,images/datasets/real/kodak/kodim15.png,real_kodim15,768x512,18.4757,48.05523476596231,cml,candidates,affine_bitplane,17.534,45.60587617174901,1,candidates__real_kodim15__rep1,Affine-CML-Bitplane,38.4468,768
51.6548,1179648,3,13671185117626761749,arx_block,1.34042,6.154587863649721,512,images/datasets/real/kodak/kodim16.png,real_kodim16,768x512,2.60989,11.983406185718486,cellular_automata,candidates,feistel_index,17.8252,81.84506317954747,1,candidates__real_kodim16__rep1,CA-Feistel-ARX,21.7792,768
223.822,1179648,3,15999451580966166317,arx_block,1.40729,27.99841633640516,512,images/datasets/real/kodak/kodim16.png,real_kodim16,768x512,2.51756,50.08753919368444,cellular_automata,candidates,checkerboard_swaps,1.09699,21.82491365452259,1,candidates__real_kodim16__rep1,Checkerboard-CA-ARX,5.02632,768
44.5695,1179648,3,6854097060357243605,prefix_tree_reverse,5.85071,23.17893152150229,512,images/datasets/real/kodak/kodim16.png,real_kodim16,768x512,2.54278,10.073807024146742,cellular_automata,candidates,affine_bitplane,16.8441,66.73177109125845,1,candidates__real_kodim16__rep1,Affine-CA-PrefixTree,25.2415,768
223.468,1179648,3,5753204630976499053,multilane_tree,1.63407,32.45886204184114,512,images/datasets/real/kodak/kodim16.png,real_kodim16,768x512,2.36254,46.92905440301295,cellular_automata,candidates,checkerboard_swaps,1.03455,20.55010845642277,1,candidates__real_kodim16__rep1,Checkerboard-CA-MultilaneTree,5.03428,768
26.9668,1179648,3,214502219925576047,stencil,5.94594,14.252696677693082,512,images/datasets/real/kodak/kodim16.png,real_kodim16,768x512,18.2196,43.67323457500359,cml,candidates,feistel_index,17.5483,42.06409703245601,1,candidates__real_kodim16__rep1,CML-Feistel-Stencil,41.718,768
9.49442,1179648,3,14938963472866705356,stencil,5.42889,4.5816897485885,512,images/datasets/real/kodak/kodim16.png,real_kodim16,768x512,94.6748,79.90041437746326,hamiltonian,candidates,block_feistel,18.3816,15.513076942552598,1,candidates__real_kodim16__rep1,Hamiltonian-Block-Stencil,118.491,768
32.1626,1179648,3,2625682687758613469,bitplane,2.68417,7.673771030776048,512,images/datasets/real/kodak/kodim16.png,real_kodim16,768x512,17.6034,50.326343325185476,cml,candidates,affine_bitplane,14.6863,41.98664894149263,1,candidates__real_kodim16__rep1,Affine-CML-Bitplane,34.9785,768
55.8308,1179648,3,4276144748153114271,arx_block,1.34505,6.675119849927047,768,images/datasets/real/kodak/kodim17.png,real_kodim17,512x768,2.61843,12.994560848031284,cellular_automata,candidates,feistel_index,16.1829,80.31136167382954,1,candidates__real_kodim17__rep1,CA-Feistel-ARX,20.1502,512
241.104,1179648,3,3146707821585279586,arx_block,1.06556,22.836544128520394,768,images/datasets/real/kodak/kodim17.png,real_kodim17,512x768,2.75431,59.028981811089935,cellular_automata,candidates,checkerboard_swaps,0.842974,18.066193316373877,1,candidates__real_kodim17__rep1,Checkerboard-CA-ARX,4.66603,512
47.0523,1179648,3,17392522472940650581,prefix_tree_reverse,5.51956,23.085217173090193,768,images/datasets/real/kodak/kodim17.png,real_kodim17,512x768,2.40507,10.059056023756247,cellular_automata,candidates,affine_bitplane,15.9812,66.84037725590245,1,candidates__real_kodim17__rep1,Affine-CA-PrefixTree,23.9095,512
238.748,1179648,3,1275819182183520865,multilane_tree,1.51196,32.08682346899147,768,images/datasets/real/kodak/kodim17.png,real_kodim17,512x768,2.25696,47.897217582856015,cellular_automata,candidates,checkerboard_swaps,0.939947,19.94756042435522,1,candidates__real_kodim17__rep1,Checkerboard-CA-MultilaneTree,4.71209,512
28.6791,1179648,3,11474422501721009937,stencil,4.85262,12.370549006811599,768,images/datasets/real/kodak/kodim17.png,real_kodim17,512x768,17.2514,43.97815801280744,cml,candidates,feistel_index,17.1199,43.64293143533059,1,candidates__real_kodim17__rep1,CML-Feistel-Stencil,39.2272,512
9.24319,1179648,3,12364343282331133398,stencil,5.33508,4.383400021362078,768,images/datasets/real/kodak/kodim17.png,real_kodim17,512x768,98.929,81.28188906508039,hamiltonian,candidates,block_feistel,17.4434,14.331818816705146,1,candidates__real_kodim17__rep1,Hamiltonian-Block-Stencil,121.711,512
30.485,1179648,3,734712088912122544,bitplane,2.61279,7.080079342282826,768,images/datasets/real/kodak/kodim17.png,real_kodim17,512x768,17.3875,47.11625487082491,cml,candidates,affine_bitplane,16.8996,45.79415446815199,1,candidates__real_kodim17__rep1,Affine-CML-Bitplane,36.9034,512
49.9922,1179648,3,10858710092372641915,arx_block,1.38203,6.141400226631413,768,images/datasets/real/kodak/kodim18.png,real_kodim18,512x768,3.8771,17.228875508254273,cellular_automata,candidates,feistel_index,17.2383,76.60275068322706,1,candidates__real_kodim18__rep1,CA-Feistel-ARX,22.5035,512
245.667,1179648,3,947142611828471957,arx_block,1.1517,25.149747672714803,768,images/datasets/real/kodak/kodim18.png,real_kodim18,512x768,2.43903,53.26125646104158,cellular_automata,candidates,checkerboard_swaps,0.985564,21.52182505453807,1,candidates__real_kodim18__rep1,Checkerboard-CA-ARX,4.57937,512
44.368,1179648,3,1840838771467135793,prefix_tree_reverse,6.02554,23.763670280524217,768,images/datasets/real/kodak/kodim18.png,real_kodim18,512x768,2.34899,9.264003533666454,cellular_automata,candidates,affine_bitplane,16.9774,66.9558804390265,1,candidates__real_kodim18__rep1,Affine-CA-PrefixTree,25.3561,512
182.946,1179648,3,907814766011103885,multilane_tree,2.25561,36.680521812096906,768,images/datasets/real/kodak/kodim18.png,real_kodim18,512x768,2.77002,45.045809794221825,cellular_automata,candidates,checkerboard_swaps,1.11915,18.199514094195475,1,candidates__real_kodim18__rep1,Checkerboard-CA-MultilaneTree,6.14934,512
27.4028,1179648,3,6394036384814156928,stencil,5.06843,12.345703971822616,768,images/datasets/real/kodak/kodim18.png,real_kodim18,512x768,18.1027,44.09463587160388,cml,candidates,feistel_index,17.8766,43.543900502262865,1,candidates__real_kodim18__rep1,CML-Feistel-Stencil,41.0542,512
9.24212,1179648,3,10204143168109008075,stencil,5.13743,4.220521667693572,768,images/datasets/real/kodak/kodim18.png,real_kodim18,512x768,98.769,81.1410967344424,hamiltonian,candidates,block_feistel,17.813,14.633805709591293,1,candidates__real_kodim18__rep1,Hamiltonian-Block-Stencil,121.725,512
29.7736,1179648,3,17392089295885893635,bitplane,2.75966,7.303566749856423,768,images/datasets/real/kodak/kodim18.png,real_kodim18,512x768,17.9509,47.50788009030015,cml,candidates,affine_bitplane,17.0692,45.17442060494745,1,candidates__real_kodim18__rep1,Affine-CML-Bitplane,37.7851,512
49.7678,1179648,3,9609240304117890534,arx_block,1.38815,6.14089803140898,768,images/datasets/real/kodak/kodim19.png,real_kodim19,512x768,2.67051,11.813802256138024,cellular_automata,candidates,feistel_index,18.5399,82.0168104401681,1,candidates__real_kodim19__rep1,CA-Feistel-ARX,22.605,512
225.733,1179648,3,16833158464548394165,arx_block,1.21953,24.470029716459628,768,images/datasets/real/kodak/kodim19.png,real_kodim19,512x768,2.7893,55.967671060261615,cellular_automata,candidates,checkerboard_swaps,0.971383,19.490927550829994,1,candidates__real_kodim19__rep1,Checkerboard-CA-ARX,4.98377,512
44.0433,1179648,3,18266126122581755789,prefix_tree_reverse,6.04541,23.667487501517048,768,images/datasets/real/kodak/kodim19.png,real_kodim19,512x768,2.44388,9.56767189573701,cellular_automata,candidates,affine_bitplane,17.0478,66.74131174368028,1,candidates__real_kodim19__rep1,Affine-CA-PrefixTree,25.5431,512
190.707,1179648,3,15336308580173675229,multilane_tree,2.34729,39.79071348292703,768,images/datasets/real/kodak/kodim19.png,real_kodim19,512x768,2.44554,41.45622460413385,cellular_automata,candidates,checkerboard_swaps,1.10232,18.68627195041947,1,candidates__real_kodim19__rep1,Checkerboard-CA-MultilaneTree,5.89909,512
26.9272,1179648,3,17969921010614072089,stencil,5.28781,12.656500572052256,768,images/datasets/real/kodak/kodim19.png,real_kodim19,512x768,18.502,44.28498255120944,cml,candidates,feistel_index,17.9835,43.0439403150835,1,candidates__real_kodim19__rep1,CML-Feistel-Stencil,41.7794,512
8.65248,1179648,3,4325247937607920070,stencil,5.40127,4.154152021596512,768,images/datasets/real/kodak/kodim19.png,real_kodim19,512x768,106.048,81.56220918159374,hamiltonian,candidates,block_feistel,18.5665,14.279616369663364,1,candidates__real_kodim19__rep1,Hamiltonian-Block-Stencil,130.021,512
29.623,1179648,3,12992199802604011429,bitplane,2.68075,7.0588219804988785,768,images/datasets/real/kodak/kodim19.png,real_kodim19,512x768,18.0203,47.450187348758334,cml,candidates,affine_bitplane,17.2708,45.47663999283783,1,candidates__real_kodim19__rep1,Affine-CML-Bitplane,37.9773,512
51.1561,1179648,3,6235607379244375387,arx_block,1.4742,6.703499079189687,512,images/datasets/real/kodak/kodim20.png,real_kodim20,768x512,2.82249,12.834458768160427,cellular_automata,candidates,feistel_index,17.6907,80.44335311370303,1,candidates__real_kodim20__rep1,CA-Feistel-ARX,21.9915,768
247.639,1179648,3,12773465236469699447,arx_block,1.20003,26.415505514098918,512,images/datasets/real/kodak/kodim20.png,real_kodim20,768x512,2.43738,53.65251271214422,cellular_automata,candidates,checkerboard_swaps,0.902637,19.86918047942944,1,candidates__real_kodim20__rep1,Checkerboard-CA-ARX,4.5429,768
43.7926,1179648,3,12875593945639980865,prefix_tree_reverse,6.46049,25.148563798935744,512,images/datasets/real/kodak/kodim20.png,real_kodim20,768x512,2.43675,9.485466711821655,cellular_automata,candidates,affine_bitplane,16.7883,65.35133304527565,1,candidates__real_kodim20__rep1,Affine-CA-PrefixTree,25.6893,768
221.531,1179648,3,15129349876269470893,multilane_tree,1.61256,31.753995931701418,512,images/datasets/real/kodak/kodim20.png,real_kodim20,768x512,2.43769,48.002181836799394,cellular_automata,candidates,checkerboard_swaps,1.0251,20.18592872797733,1,candidates__real_kodim20__rep1,Checkerboard-CA-MultilaneTree,5.07829,768
29.0295,1179648,3,6134469202396602071,stencil,4.48278,11.567360019817462,512,images/datasets/real/kodak/kodim20.png,real_kodim20,768x512,17.6347,45.50455827443572,cml,candidates,feistel_index,16.6212,42.88932411614891,1,candidates__real_kodim20__rep1,CML-Feistel-Stencil,38.7537,768
9.42865,1179648,3,11605857278221082152,stencil,4.91214,4.1168819195923465,512,images/datasets/real/kodak/kodim20.png,real_kodim20,768x512,95.6125,80.13317465239656,hamiltonian,candidates,block_feistel,18.7883,15.746540727641493,1,candidates__real_kodim20__rep1,Hamiltonian-Block-Stencil,119.317,768
29.7161,1179648,3,12888202587422508077,bitplane,2.70457,7.143928808213786,512,images/datasets/real/kodak/kodim20.png,real_kodim20,768x512,18.2129,48.10807669652362,cml,candidates,affine_bitplane,16.9373,44.738670251965885,1,candidates__real_kodim20__rep1,Affine-CML-Bitplane,37.8583,768
53.9435,1179648,3,5396995439579973057,arx_block,1.26487,6.065010165330469,512,images/datasets/real/kodak/kodim21.png,real_kodim21,768x512,2.77623,13.311931796386512,cellular_automata,candidates,feistel_index,16.8099,80.60291917603283,1,candidates__real_kodim21__rep1,CA-Feistel-ARX,20.8552,768
276.16,1179648,3,16566181913447837511,arx_block,0.978988,24.03179403591803,512,images/datasets/real/kodak/kodim21.png,real_kodim21,768x512,2.26926,55.704859440511385,cellular_automata,candidates,checkerboard_swaps,0.797989,19.5887051638306,1,candidates__real_kodim21__rep1,Checkerboard-CA-ARX,4.07372,768
45.0769,1179648,3,5825817500460543645,prefix_tree_reverse,5.94953,23.8388367331402,512,images/datasets/real/kodak/kodim21.png,real_kodim21,768x512,2.5307,10.14011932380506,cellular_automata,candidates,affine_bitplane,16.4729,66.00433540487153,1,candidates__real_kodim21__rep1,Affine-CA-PrefixTree,24.9573,768
207.586,1179648,3,2076230499341426905,multilane_tree,1.93315,35.670659699157106,512,images/datasets/real/kodak/kodim21.png,real_kodim21,768x512,2.40085,44.30070265562494,cellular_automata,candidates,checkerboard_swaps,1.08152,19.956305448533428,1,candidates__real_kodim21__rep1,Checkerboard-CA-MultilaneTree,5.41944,768
29.0625,1179648,3,12124808905417893405,stencil,4.85001,12.52918519130864,512,images/datasets/real/kodak/kodim21.png,real_kodim21,768x512,17.1134,44.209590877738655,cml,candidates,feistel_index,16.7424,43.251174770148054,1,candidates__real_kodim21__rep1,CML-Feistel-Stencil,38.7097,768
9.75318,1179648,3,13579917935998367030,stencil,5.10836,4.428689085975361,512,images/datasets/real/kodak/kodim21.png,real_kodim21,768x512,93.0733,80.68983155175255,hamiltonian,candidates,block_feistel,17.1609,14.877630107415019,1,candidates__real_kodim21__rep1,Hamiltonian-Block-Stencil,115.347,768
31.629,1179648,3,3437305141458451825,bitplane,2.57614,7.242736571020507,512,images/datasets/real/kodak/kodim21.png,real_kodim21,768x512,17.0095,47.82167417328767,cml,candidates,affine_bitplane,15.9801,44.92754845566032,1,candidates__real_kodim21__rep1,Affine-CML-Bitplane,35.5686,768
52.5763,1179648,3,4086070782198012860,arx_block,1.33599,6.243673326323168,512,images/datasets/real/kodak/kodim22.png,real_kodim22,768x512,2.90453,13.574155859329359,cellular_automata,candidates,feistel_index,17.1533,80.16497254352144,1,candidates__real_kodim22__rep1,CA-Feistel-ARX,21.3975,768
252.018,1179648,3,14695354446310514186,arx_block,1.02818,23.032860883921714,512,images/datasets/real/kodak/kodim22.png,real_kodim22,768x512,2.46851,55.29853471237487,cellular_automata,candidates,checkerboard_swaps,0.964403,21.604155045844845,1,candidates__real_kodim22__rep1,Checkerboard-CA-ARX,4.46397,768
46.1868,1179648,3,8223377605339953525,prefix_tree_reverse,5.93232,24.35510887772194,512,images/datasets/real/kodak/kodim22.png,real_kodim22,768x512,2.4253,9.957056524452327,cellular_automata,candidates,affine_bitplane,15.9966,65.67395802542123,1,candidates__real_kodim22__rep1,Affine-CA-PrefixTree,24.3576,768
194.169,1179648,3,10447565767035888693,multilane_tree,2.47344,42.69026841930852,512,images/datasets/real/kodak/kodim22.png,real_kodim22,768x512,2.37377,40.970016845244665,cellular_automata,candidates,checkerboard_swaps,0.943378,16.2822061747487,1,candidates__real_kodim22__rep1,Checkerboard-CA-MultilaneTree,5.79392,768
25.9515,1179648,3,341208408089154824,stencil,5.41787,12.497912351038748,512,images/datasets/real/kodak/kodim22.png,real_kodim22,768x512,18.4769,42.62241004655111,cml,candidates,feistel_index,19.4512,44.86991986196142,1,candidates__real_kodim22__rep1,CML-Feistel-Stencil,43.3502,768
8.56946,1179648,3,3977998674730566359,stencil,5.29421,4.032762035344302,512,images/datasets/real/kodak/kodim22.png,real_kodim22,768x512,107.584,81.95003046922608,hamiltonian,candidates,block_feistel,18.3975,14.013939670932357,1,candidates__real_kodim22__rep1,Hamiltonian-Block-Stencil,131.28,768
28.0079,1179648,3,8895934611421262819,bitplane,2.89851,7.216111653289251,512,images/datasets/real/kodak/kodim22.png,real_kodim22,768x512,19.7607,49.196110259116885,cml,candidates,affine_bitplane,17.5042,43.57834252823199,1,candidates__real_kodim22__rep1,Affine-CML-Bitplane,40.1672,768
52.9796,1179648,3,9441733467437535295,arx_block,1.28709,6.0612867678223274,512,images/datasets/real/kodak/kodim23.png,real_kodim23,768x512,2.61874,12.332419730063197,cellular_automata,candidates,feistel_index,17.322,81.57441157356389,1,candidates__real_kodim23__rep1,CA-Feistel-ARX,21.2346,768
257.394,1179648,3,8386605582355211573,arx_block,1.10506,25.28319067981779,512,images/datasets/real/kodak/kodim23.png,real_kodim23,768x512,2.38595,54.589279136437156,cellular_automata,candidates,checkerboard_swaps,0.876644,20.057152924111076,1,candidates__real_kodim23__rep1,Checkerboard-CA-ARX,4.37073,768
45.4626,1179648,3,16698376101869933385,prefix_tree_reverse,5.6421,22.8004170438381,512,images/datasets/real/kodak/kodim23.png,real_kodim23,768x512,2.48857,10.056616125695074,cellular_automata,candidates,affine_bitplane,16.6117,67.129914004914,1,candidates__real_kodim23__rep1,Affine-CA-PrefixTree,24.7456,768
225.699,1179648,3,2332147100729563761,multilane_tree,1.67532,33.61052540771309,512,images/datasets/real/kodak/kodim23.png,real_kodim23,768x512,2.33423,46.82967834350818,cellular_automata,candidates,checkerboard_swaps,0.972037,19.50115457687917,1,candidates__real_kodim23__rep1,Checkerboard-CA-MultilaneTree,4.98451,768
28.1984,1179648,3,6940968376628080023,stencil,5.2032,13.04197434316394,512,images/datasets/real/kodak/kodim23.png,real_kodim23,768x512,17.6187,44.16179146677094,cml,candidates,feistel_index,17.0688,42.78345088956732,1,candidates__real_kodim23__rep1,CML-Feistel-Stencil,39.8958,768
9.80715,1179648,3,12327045205154094764,stencil,4.77785,4.1650829904456375,512,images/datasets/real/kodak/kodim23.png,real_kodim23,768x512,93.4477,81.46288095404142,hamiltonian,candidates,block_feistel,16.4825,14.368592649417673,1,candidates__real_kodim23__rep1,Hamiltonian-Block-Stencil,114.712,768
32.3676,1179648,3,3964903907458222757,bitplane,2.21305,6.367206605863568,512,images/datasets/real/kodak/kodim23.png,real_kodim23,768x512,16.9491,48.76456541128406,cml,candidates,affine_bitplane,15.5919,44.8597404839313,1,candidates__real_kodim23__rep1,Affine-CML-Bitplane,34.757,768
53.0797,1179648,3,3612729437244991852,arx_block,1.38143,6.517870202175092,512,images/datasets/real/kodak/kodim24.png,real_kodim24,768x512,2.60391,12.28578168864564,cellular_automata,candidates,feistel_index,17.2051,81.17719219608861,1,candidates__real_kodim24__rep1,CA-Feistel-ARX,21.1945,768
245.727,1179648,3,17301561711902373564,arx_block,1.0602,23.157319936657025,512,images/datasets/real/kodak/kodim24.png,real_kodim24,768x512,2.57057,56.14743624747448,cellular_automata,candidates,checkerboard_swaps,0.944533,20.630874242341505,1,candidates__real_kodim24__rep1,Checkerboard-CA-ARX,4.57825,768
46.1105,1179648,3,4284637605403976689,prefix_tree_reverse,5.82126,23.85967644756311,512,images/datasets/real/kodak/kodim24.png,real_kodim24,768x512,2.40359,9.851626574418288,cellular_automata,candidates,affine_bitplane,16.1499,66.19381176248774,1,candidates__real_kodim24__rep1,Affine-CA-PrefixTree,24.3979,768
201.848,1179648,3,6024005233620264977,multilane_tree,1.81015,32.47773844489379,512,images/datasets/real/kodak/kodim24.png,real_kodim24,768x512,2.7174,48.75563154995685,cellular_automata,candidates,checkerboard_swaps,1.04121,18.681405433918663,1,candidates__real_kodim24__rep1,Checkerboard-CA-MultilaneTree,5.57351,768
28.6185,1179648,3,5590024359531801281,stencil,4.63277,11.785160085677507,512,images/datasets/real/kodak/kodim24.png,real_kodim24,768x512,17.9896,45.763186145071764,cml,candidates,feistel_index,16.6838,42.441401977095005,1,candidates__real_kodim24__rep1,CML-Feistel-Stencil,39.3102,768
9.40979,1179648,3,4787026727805533046,stencil,4.93175,4.125054367827629,512,images/datasets/real/kodak/kodim24.png,real_kodim24,768x512,97.1764,81.28107330456021,hamiltonian,candidates,block_feistel,17.4427,14.58956472280772,1,candidates__real_kodim24__rep1,Hamiltonian-Block-Stencil,119.556,768
30.4865,1179648,3,8956883979196965699,bitplane,2.45749,6.659575736553428,512,images/datasets/real/kodak/kodim24.png,real_kodim24,768x512,17.3069,46.90013441151603,cml,candidates,affine_bitplane,17.1329,46.42861014156568,1,candidates__real_kodim24__rep1,Affine-CML-Bitplane,36.9016,768
